rnd_np,rnd_ds,Average,M1
128,128,0.28743525568702755,0.26506578392511876
128,129,0.4349704162381018,0.3605118195326418
128,130,0.3580724617160663,0.3816041849256522
128,131,0.40408946911402205,0.3776093421940661
128,132,0.6012663470692969,0.462812984733474
128,133,0.5829609458213921,0.5178016522819666
128,134,0.6350531074558162,0.6230544819561581
128,135,0.6569631016471555,0.5361235166354512
128,136,0.49125170894931686,0.48126107631282655
128,137,0.4629291829598089,0.45314891077018016
129,128,0.5894602531720383,0.4680046192547513
129,129,0.4763531885677426,0.3608869168391664
129,130,0.6425734251229915,0.597910696026614
129,131,0.41237085121178707,0.3337209472626745
129,132,0.6071768296430775,0.5182731946908061
129,133,0.5921910848515971,0.49151681864575336
129,134,0.46898158837096826,0.44750367289877546
129,135,0.5734737420531308,0.48542962679935175
129,136,0.5532552300554616,0.5156262029489519
129,137,0.22548599521779272,0.26482967233777266
130,128,0.4560957778395017,0.36867671797273466
130,129,0.4820236835610382,0.42419646405646694
130,130,0.39837654190637994,0.37290963805100275
130,131,0.5042991983657699,0.38655966592284796
130,132,0.4262553500397496,0.4637692408294068
130,133,0.4649764142185588,0.4461015176394976
130,134,0.12782462225013722,0.4532549003811406
130,135,0.5283644847526043,0.42692922621857055
130,136,0.4091581545373738,0.32168428524269704
130,137,0.46002752872582614,0.36520274444788137
131,128,0.4780979744327306,0.36236995445130166
131,129,0.5323113878411359,0.4896605475684455
131,130,0.48391080608119125,0.39166532602961357
131,131,0.43388177630062386,0.3556573328400754
131,132,0.4056001859253259,0.3953244681487021
131,133,0.41169767242103406,0.2705375488793933
131,134,0.4787057180855617,0.27935989571720066
131,135,0.540688502800781,0.36428089217847437
131,136,0.2793342027766156,0.22723002498781655
131,137,0.6772582747909583,0.5683851142255143
132,128,0.4929010598897149,0.5362962593814413
132,129,0.40082512258160075,0.3823263052459441
132,130,0.737313216641318,0.6381653910011638
132,131,0.6231618507658718,0.5731252927819951
132,132,0.5594016120960631,0.5216842621594256
132,133,0.455373957741561,0.4427614714473759
132,134,0.6962843508675747,0.6807829088131828
132,135,0.5862407187735333,0.582632130672913
132,136,0.47112225521057977,0.39514395898909965
132,137,0.44899408397681195,0.49368260566112604
133,128,0.7217723369062363,0.642033102596347
133,129,0.6051887538774923,0.5538128797635591
133,130,0.48393155793727766,0.41739223169246387
133,131,0.572171985399448,0.6194734628914804
133,132,0.607289393470435,0.6048598822681415
133,133,0.5289610873586096,0.4128159475483671
133,134,0.7800087065403429,0.6142934853215086
133,135,0.6761236186322551,0.6082272812016173
133,136,0.38786634982180207,0.429211723923521
133,137,0.5879148254615514,0.6288674871428412
134,128,0.5505641770813108,0.5374373533443263
134,129,0.4582468737055878,0.5179914811254203
134,130,0.6715189809736486,0.5538406177041582
134,131,0.6583291254188198,0.5231744302628049
134,132,0.631354337654259,0.5271628159622689
134,133,0.6919453727311571,0.6715778542537588
134,134,0.4504878966409461,0.4188515607560532
134,135,0.5779331679059574,0.48780152807971416
134,136,0.7396072859141217,0.6566246584360249
134,137,0.5351397058151564,0.49938531251816104
135,128,0.4328224420969187,0.4161518991991946
135,129,0.45971175820892407,0.4278853896389073
135,130,0.3941270445478315,0.4173125815356827
135,131,0.5477084858649517,0.40935173837207517
135,132,0.4490522412739112,0.5464186381786336
135,133,0.43762461865700775,0.39648657418170274
135,134,0.3651957401239323,0.3800366711623472
135,135,0.3472367576157671,0.3700771273600686
135,136,0.3459843118540458,0.3685586296317064
135,137,0.6087839110322235,0.588984795386346
136,128,0.4163152274225241,0.43157868300879915
136,129,0.861635298113543,0.7321991199841994
136,130,0.634104156028968,0.5164869081196023
136,131,0.5650630414693569,0.45550004781198766
136,132,0.6292890409567653,0.5447948796034175
136,133,0.6378961240927344,0.5340420106862284
136,134,0.5730812275493925,0.40673373974352856
136,135,0.6599082830375107,0.6506151275811658
136,136,0.6499182759964892,0.6205666460890773
136,137,0.6432642608101344,0.5500654465494321
137,128,0.5290799856799415,0.5353940588014072
137,129,0.4395940902994244,0.4532336668767179
137,130,0.49728723349960086,0.5205643174323421
137,131,0.49400686762163337,0.5473136464596667
137,132,0.5651090624054715,0.5548716813387691
137,133,0.5529118730960982,0.6929559356155139
137,134,0.48629325333509366,0.5136487931685576
137,135,0.551177519649466,0.5104387247283884
137,136,0.4564735010647906,0.498587744421404
137,137,0.572460797892472,0.685454537321628
138,128,0.3208736963084001,0.36012589344028556
138,129,0.49400531651625207,0.40336790526283683
138,130,0.2576683145337326,0.36741405198589444
138,131,0.42405583589800927,0.41372966213592494
138,132,0.2528700009046384,0.26993807820191834
138,133,0.4568213003365648,0.4240242051448249
138,134,0.36243474959748945,0.3075656231658957
138,135,0.2563014667636961,0.27707623488685074
138,136,0.453635176116202,0.3749282800923094
138,137,0.15605972716044142,0.2813497044168368
139,128,0.6615483359927329,0.5626349659627313
139,129,0.6669061461511588,0.6213945741825014
139,130,0.40313034433153555,0.37625667700134946
139,131,0.4316134757604947,0.4599726989335275
139,132,0.611970911037749,0.5784296882084302
139,133,0.5670950867638005,0.5257972062115355
139,134,0.6545620401126973,0.5567940369763628
139,135,0.4037525365839845,0.37209628407583045
139,136,0.6141134207932437,0.6519655143323234
139,137,0.4895381721252514,0.4827752828030541
140,128,0.5623881372029661,0.5838361994456598
140,129,0.39203650014730834,0.35685786524130236
140,130,0.4865083341641207,0.5401703184768346
140,131,0.4775599978234286,0.450805369128624
140,132,0.4073818976844927,0.39094889085571055
140,133,0.4203882013503981,0.3601175197154992
140,134,0.44470293990222354,0.387693854536835
140,135,0.633591327589877,0.5606721601162856
140,136,0.2232970357183821,0.2683164019409788
140,137,0.3365297328852867,0.36514060767737316
141,128,0.6530366134777719,0.5976130811308524
141,129,0.7204239921137751,0.5962251554606499
141,130,0.6584387450232871,0.5877226933417006
141,131,0.5706411286768633,0.6754363970310178
141,132,0.776352372576013,0.730815923748817
141,133,0.5851023791878296,0.5446636849473067
141,134,0.6357988561418979,0.6647310986177598
141,135,0.6706498181456465,0.678884437102937
141,136,0.7844467569017293,0.6949041041546259
141,137,0.6118350573068011,0.5809479237598568
142,128,0.42432966936480143,0.4570750320946947
142,129,0.7098727170562658,0.5385998551115854
142,130,0.45244640310481243,0.4562420331805814
142,131,0.7812445241990543,0.5740702665702158
142,132,0.6697349254630354,0.5380699218962326
142,133,0.7624471327069637,0.6345836292147292
142,134,0.8429343289906344,0.7255441682411817
142,135,0.6660534237464627,0.5165582837603042
142,136,0.7927852585243728,0.6631878682681334
142,137,0.6585454924396668,0.5534598969662065
143,128,0.3005567699876245,0.4480557177115439
143,129,0.3228619862189169,0.4578869603225163
143,130,0.696531033362606,0.6425424168662134
143,131,0.44560207106096017,0.34160212274274915
143,132,0.5497698780447898,0.5934582392197746
143,133,0.5715987419354943,0.45923165271098
143,134,0.723400656206932,0.5809355124799713
143,135,0.485906553131129,0.4494150359253505
143,136,0.6166333048223558,0.5594352616099237
143,137,0.4923441560726484,0.4869247951917927
144,128,0.6651317608171726,0.4559464368651323
144,129,0.3872695825338368,0.43910778185193905
144,130,0.47709145769825795,0.43431222344670406
144,131,0.5117741117194834,0.49174992193117245
144,132,0.5178196291210806,0.4434012876157265
144,133,0.5032790626612832,0.47071280782353897
144,134,0.29073285128775883,0.38911596578777385
144,135,0.43009588157650286,0.4153587316911568
144,136,0.43524536354005844,0.39675218016178687
144,137,0.5555718215667331,0.4789671615465616
145,128,0.584870443813218,0.43658958424248223
145,129,0.7450007647344267,0.5845723077884672
145,130,0.6478507506162579,0.49411774632982947
145,131,0.6491604187425926,0.4305862585821672
145,132,0.8032382197510437,0.6022062112580169
145,133,0.48196512051652884,0.3561825339146536
145,134,0.6386661791069728,0.4318581715368749
145,135,0.6068851375454462,0.5540454969277897
145,136,0.5493900089792099,0.38737529773535406
145,137,0.7152800856834263,0.4737804730258641
146,128,0.3695055422676957,0.27271950430335246
146,129,0.5135453312521588,0.4397115568001486
146,130,0.5915233670612704,0.5306377269891167
146,131,0.4589481028773431,0.4186682833146264
146,132,0.5942610320358621,0.37723969382269973
146,133,0.6789759284351986,0.5247217879991446
146,134,0.6545185221937787,0.5088798131951434
146,135,0.5366192571206395,0.3876304618312273
146,136,0.40649692521661124,0.3600395850379801
146,137,0.6054797091827483,0.5341053472767608
147,128,0.6042016857980357,0.5535422803671107
147,129,0.5994335798770536,0.38435436545826757
147,130,0.4635547238865434,0.45500265947259033
147,131,0.5961490639423309,0.5901197737445828
147,132,0.7140039445220796,0.6109102906386568
147,133,0.6340464888026938,0.5242392952064477
147,134,0.8491959481927512,0.6421305027090916
147,135,0.7557799043374701,0.649466685901891
147,136,0.7337077830831538,0.5794729791704596
147,137,0.6441190594587752,0.5370739986706847
148,128,0.5371618823794492,0.545465226439259
148,129,0.40407408506382786,0.34800254511523976
148,130,0.4199609341561625,0.4574514870630032
148,131,0.6377823957610098,0.649997875799387
148,132,0.4688903918189937,0.41041449630057736
148,133,0.49100990535182587,0.508216278309068
148,134,0.5422757044592423,0.42221700710320176
148,135,0.3537322397766299,0.39479163441117593
148,136,0.603855376510172,0.4598542344718689
148,137,0.6265094059140517,0.6214650072710788
149,128,0.4202412984052096,0.32936856929164193
149,129,0.3321325067646497,0.2759763181749165
149,130,0.4695411645036482,0.3841914320023488
149,131,0.4206407722444542,0.40675853227317554
149,132,0.44744135607555585,0.40952770184109033
149,133,0.4955127198119449,0.5228222243901097
149,134,0.5317551480462329,0.4753479668301564
149,135,0.4118987900623745,0.40863160808865717
149,136,0.6017181242534899,0.5545598840956272
149,137,0.5571012151579388,0.4337562617039843
150,128,0.4619750375124454,0.5357991045978002
150,129,0.1818920472247715,0.18112199313617622
150,130,0.3638162744217892,0.3290684481201833
150,131,0.40832312185200664,0.4221325730434063
150,132,0.305347863888986,0.3288932098736911
150,133,0.28517671112539006,0.3413932583329086
150,134,0.2878209415309333,0.3201416108025006
150,135,0.2428503062207265,0.2720105643759518
150,136,0.26933154760499717,0.3153296516990686
150,137,0.3788122011917001,0.3967128862299792
151,128,0.6735479553215769,0.5763401622209607
151,129,0.8915315896281966,0.6754471070609284
151,130,0.8393839131166152,0.6317317225662027
151,131,0.7115940736600106,0.6313201045235821
151,132,0.5677494399761966,0.5309022592858547
151,133,0.6980319234706778,0.5973584384109644
151,134,0.7803188640299826,0.6772398231917152
151,135,0.6646483507773142,0.5426855722291839
151,136,0.5319659941430548,0.49566723183360223
151,137,0.4145552877580195,0.42127573821186287
152,128,0.4072560175969787,0.40821782269004525
152,129,0.5554097861252977,0.4560783294295374
152,130,0.689342062242528,0.5370891577661339
152,131,0.7458388750691534,0.6107292260064563
152,132,0.6541539090198912,0.4049409578849884
152,133,0.5271373036946119,0.557315409298542
152,134,0.4898248333031792,0.48027375956113694
152,135,0.597153793588659,0.5722200098602291
152,136,0.6517996110511894,0.595046300956602
152,137,0.4209299650574307,0.3611949152198958
153,128,0.31653227024151354,0.2644670381569323
153,129,0.46199782047635746,0.38983827488690603
153,130,0.5954591641983529,0.4791959057820237
153,131,0.5152983125025636,0.4020811558522324
153,132,0.660019364591782,0.4802409756567272
153,133,0.524577146827202,0.4330497207916739
153,134,0.4039727328701961,0.3652866498406544
153,135,0.5403123440289065,0.49729089833333173
153,136,0.589304682548826,0.522245056970028
153,137,0.5031528945163087,0.3638491723062203
154,128,0.6496939035840968,0.583858559684703
154,129,0.6441916362816594,0.4812051940034442
154,130,0.3944224665452851,0.3649275578254059
154,131,0.5308457844765144,0.45180887312290585
154,132,0.5808486973555151,0.4548484469355277
154,133,0.6691563034477029,0.5434550106021865
154,134,0.5032060828121141,0.4300053443926395
154,135,0.5292503079296738,0.46155703621783717
154,136,0.6840930878211676,0.5846822121203168
154,137,0.5634511710607437,0.492728476610401
155,128,0.4720651765396312,0.4190351036386524
155,129,0.6850588942686849,0.5130442319564177
155,130,0.3368409014913703,0.32646541847952
155,131,0.40773185362611564,0.35784681545507546
155,132,0.37692980340973226,0.33242458255047935
155,133,0.6658908162500884,0.5156382354048696
155,134,0.4381559278363774,0.44694402803591327
155,135,0.4759167670781247,0.454615970301287
155,136,0.37521663211778833,0.3340777163080604
155,137,0.5314721764562516,0.479161352064736
156,128,0.5008017994629108,0.41690299119698637
156,129,0.6761704670306011,0.6385106333426268
156,130,0.6018104419263932,0.4782204501913643
156,131,0.4464734264946867,0.46327171961360375
156,132,0.4670596596313711,0.4981254771439841
156,133,0.729293259897623,0.5642817099344225
156,134,0.5926318677907515,0.5262699734921141
