rnd_np,rnd_ds,Average,M1,M2
128,128,0.4876196143681911,0.48896183860056297,0.49137212191300234
128,129,0.4668750051342852,0.47291801805916833,0.4750821661478192
128,130,0.47200159190940083,0.48000217023213054,0.47971856819793457
128,131,0.49572571936098697,0.5055552819449349,0.5085136944002471
128,132,0.49508225764309743,0.4959868449434316,0.5006867496079523
128,133,0.45213036499710013,0.4650138606641012,0.46409081568099636
128,134,0.4924298448317444,0.4928899002632507,0.49537040144896094
128,135,0.48185517671524913,0.48527815235335064,0.4842684400600447
128,136,0.4535248473756511,0.46014961648115404,0.46279862202197586
128,137,0.4711620073488483,0.4728404561628512,0.47618952078930715
129,128,0.5076171733701658,0.513364361950695,0.511931344164221
129,129,0.5092661167887769,0.5105901065245815,0.5124195960020058
129,130,0.4951672137428228,0.49958515268188153,0.5010104348198718
129,131,0.5137505372685107,0.5160199248255561,0.5179130761427617
129,132,0.5102707732900754,0.5139526982965049,0.5193471937854346
129,133,0.4800857933239097,0.4817388281377606,0.48193130363115244
129,134,0.48785766217804827,0.49935273140207004,0.49469637455732374
129,135,0.5089438712045592,0.5098315189778498,0.510120018340621
129,136,0.509415881202456,0.5130222827386977,0.5138606356892893
129,137,0.5093898114730935,0.5124341438889384,0.5127658259886991
130,128,0.49252860378651997,0.4962238248449882,0.4991194779320228
130,129,0.5039513124653323,0.5096674639242738,0.5106968293960784
130,130,0.5342170038132327,0.53587135617787,0.5365674967508817
130,131,0.5214949299903797,0.5285126212918767,0.5269508946012821
130,132,0.5144669911850133,0.5256148653419092,0.524749894768006
130,133,0.497193006581986,0.502450488649648,0.5033594991099897
130,134,0.5215250251229812,0.5222258927475588,0.5229424297396947
130,135,0.5133907486831419,0.5204874642077044,0.5218326630858483
130,136,0.5260340539419318,0.5257459789343061,0.5249637296111889
130,137,0.5226799025647125,0.5233900592130695,0.5277181528684662
131,128,0.5102103172850185,0.5123310653621618,0.5115631313067851
131,129,0.4786696166864098,0.48403787354121863,0.48529093938406503
131,130,0.46455388976429884,0.47248087082725004,0.47188388127746583
131,131,0.4786611755553726,0.4809878659249115,0.48383119747407727
131,132,0.47408485915797033,0.4739666500136505,0.4737441868825737
131,133,0.5082448303646206,0.5065964014049367,0.508710155999742
131,134,0.5020187088923476,0.5017360568374647,0.5030412546296839
131,135,0.4795336329752565,0.48269916083324016,0.4829329079953196
131,136,0.4717649260998269,0.46782041163831983,0.4767768840299153
131,137,0.48110075293760035,0.4835131631350668,0.4822795025006725
132,128,0.4923112182423597,0.502274405761703,0.5006017204739368
132,129,0.5040867342177842,0.5060809952947559,0.5140707426183193
132,130,0.49273521591862607,0.49111807384353845,0.4943239051589911
132,131,0.4929577171583217,0.4982190571140494,0.4997417537610211
132,132,0.5018211623293025,0.5015589819090738,0.5035343158687605
132,133,0.49341187242457385,0.49769523022561823,0.4980099265012293
132,134,0.5013546894008714,0.5020698830786916,0.5025228539880433
132,135,0.49950532822185156,0.5031896373354613,0.5023422966602706
132,136,0.5015233275566175,0.507949813933559,0.5074463320149528
132,137,0.5027046670252103,0.5047744654762727,0.5069541370540456
133,128,0.4614945111427159,0.4682630590644539,0.46895741902299826
133,129,0.47578454659730574,0.4768261331418656,0.4803888367819457
133,130,0.4758452412477463,0.47416269987080006,0.47705810242248264
133,131,0.47365626966461766,0.4831763077041905,0.48440726150659563
133,132,0.4908362691439489,0.4895251216300053,0.492935459126011
133,133,0.5002976873791477,0.5009208669759586,0.49986212741276076
133,134,0.48012147234797276,0.4817968640772805,0.4865422021523401
133,135,0.4832913241901774,0.4849348778468162,0.4885647607656294
133,136,0.49078422703482777,0.4964819462645643,0.49982205042214745
133,137,0.4939425314829304,0.4991726008117506,0.5034892355238123
134,128,0.5141487906426456,0.511540252912253,0.5114253953974971
134,129,0.5024646422423061,0.5061125632790386,0.5059008242128019
134,130,0.5092484010266116,0.5066098481813496,0.5090150963131858
134,131,0.49415880208129054,0.4946501988417634,0.4975658658585241
134,132,0.48267136797068283,0.4851834474437739,0.4921670677465026
134,133,0.48535891052782976,0.4869418730092634,0.4889789742698719
134,134,0.504960382241481,0.5093729362099942,0.5076402505607736
134,135,0.47923934456831646,0.4822198343907935,0.4850806213950863
134,136,0.4832174339614707,0.48604891529758143,0.48757243451620197
134,137,0.4989699555154944,0.5011236664822947,0.49989389780094884
135,128,0.5001319482245583,0.5039059678778722,0.5045379586586021
135,129,0.4769496518239625,0.48915704394494863,0.48723340437874285
135,130,0.4773410536046908,0.47659140136849054,0.476574726894878
135,131,0.48412370500414414,0.48314224890757557,0.48535926587121614
135,132,0.5006379668193193,0.5064827757354513,0.5073229562366695
135,133,0.5258433256227848,0.5242315841411509,0.5254481528489011
135,134,0.49712858222639833,0.49801102055640295,0.4977543649533695
135,135,0.49795004745736826,0.49974933696921947,0.5052544628695406
135,136,0.5038791652658658,0.5057882786894213,0.5057378285186541
