rnd_np,rnd_ds,Average,M1
128,128,0.8852134453761339,0.7417249876460312
128,129,0.7877354966538639,0.6829833898275602
128,130,0.7283922626807405,0.6800602670639844
128,131,0.7924715200688672,0.567605657819779
128,132,0.7546685411035594,0.6688298078889778
128,133,0.8066221891354391,0.6267576357553584
128,134,0.897518919289297,0.6795415151869248
128,135,0.5765035353204798,0.4992554953927645
128,136,0.8494072020032764,0.7030632780844077
128,137,0.30921276433990114,0.44734136343143643
129,128,0.6930762993206325,0.5107572171935367
129,129,0.4535436251350603,0.5707999430305554
129,130,0.7644437036715074,0.7606387010031352
129,131,0.8424271881895677,0.7181180514148141
129,132,0.6342796439797924,0.5626466313033239
129,133,0.7092980665406271,0.6243922892802063
129,134,0.7652379124871899,0.512987803958227
129,135,0.8056087596519337,0.564670970398532
129,136,0.709268933247683,0.5877348257357243
129,137,0.5045598251443841,0.5038047801666465
130,128,0.07993309451056733,0.30908006375296226
130,129,0.6969240299171653,0.5541622596112281
130,130,0.11960321512890151,0.18033851437041343
130,131,0.01776075620185546,0.4069871720480069
130,132,0.6962705269187822,0.3561574604551023
130,133,0.2903134185642108,0.23473050261551603
130,134,0.1293704905609298,0.20952908915135326
130,135,0.3822960371176546,0.4301994366118027
130,136,0.41046973274699755,0.30136282054879693
130,137,0.5888296158061356,0.43275743683976814
131,128,0.6300377532914714,0.6131978997781661
131,129,0.5817565069070723,0.3388863935549253
131,130,0.5530137897790662,0.4706613781558558
131,131,1.0174254608599447,0.5045071395859612
131,132,0.5947576462627137,0.5033959704924702
131,133,0.39760389488091297,0.4527169445219446
131,134,0.5701343184428174,0.5783504809829982
131,135,1.6945334217458143,0.5831224793010976
131,136,0.5884687335608594,0.4849437850424164
131,137,0.8473436296937887,0.6922306567320871
132,128,0.0961242248897167,0.23171093475458268
132,129,0.6157052892143846,0.5182401490916576
132,130,0.7666770405027529,0.5425024062736947
132,131,0.4130650489365248,0.3845250010059693
132,132,0.23356122485902514,0.09077419147708674
132,133,0.717971608897087,0.44393449335443336
132,134,0.593138613916117,0.3493962360236283
132,135,0.502338442789492,0.42790101299642336
132,136,0.6628173983614808,0.4674886282937764
132,137,0.5403898567724521,0.300838619588313
133,128,1.0353350995605146,0.7374707801745047
133,129,0.6654346136092042,0.6188839654858828
133,130,0.6187356705525178,0.626291210761058
133,131,0.33195901478775813,0.3514877272641582
133,132,0.23104470478712896,0.2217573459941421
133,133,0.44974570189718205,0.5196972858491493
133,134,0.24774849509097635,0.6025213297208212
133,135,0.6141989434515509,0.6428378980028636
133,136,0.4928247205499872,0.7002831086617354
133,137,0.9385885698528679,0.7562688220744683
134,128,0.6512573587604849,0.667344954263744
134,129,0.8009978669186149,0.5901878869717266
134,130,0.38563499290818437,0.3404819296925653
134,131,0.6220182282770664,0.6211665641399036
134,132,0.6320643754775535,0.5880671760167078
134,133,0.5761648056396071,0.5937003585631515
134,134,0.7516692680753059,0.542927821599584
134,135,0.5774849914840753,0.49699598540466244
134,136,0.5335618826529992,0.4719705961861234
134,137,0.6808149491256501,0.6375927721295642
135,128,0.45631397514878935,0.47460489857080135
135,129,0.37919098216725355,0.29337368512708756
135,130,0.6136424684377452,0.4526310576084366
135,131,0.23108882981408008,0.24178280287734208
135,132,0.6255657602494546,0.42341660108251766
135,133,0.47137631732057106,0.382446190551394
135,134,0.41554375963861334,0.445640857137011
135,135,0.30125300822463263,0.2709685029073455
135,136,0.3238561742418531,0.3867547568080414
135,137,0.3744846948064415,0.29602405396758463
136,128,0.2921686756062686,0.3994936493078985
136,129,0.34182634213290364,0.510812424773673
136,130,0.33351241746183796,0.3351870969224252
136,131,0.4395164688242367,0.477075584762814
136,132,0.23730408232027633,0.3255477822917419
136,133,0.5321266054851863,0.3973412948970535
136,134,0.7264433473005997,0.7538897096569263
136,135,0.22661520450694095,0.4039442719378003
136,136,0.7726772511310482,0.6180483242801382
136,137,0.510433956822144,0.5493787338782254
137,128,0.7380814649920908,0.43520758512308694
137,129,0.8042500993011366,0.6844370024122732
137,130,0.5920874104275516,0.535168019590741
137,131,0.6176965754963937,0.30899358943212174
137,132,0.7466067137722766,0.6114720795113503
137,133,0.43705003610029836,0.369044122524255
137,134,0.6653277923495473,0.6074935193778067
137,135,0.43796104721779994,0.4118814881869146
137,136,0.7157177307541892,0.6202980116100338
137,137,0.6541336424637215,0.6460453113454331
138,128,0.8996285844346212,0.5640785257314913
138,129,0.468404329624753,0.28053875174611226
138,130,0.7052646187821457,0.4022251537019651
138,131,0.4076181421737203,0.4037840355931227
138,132,0.7933063234749504,0.6553446872323034
138,133,0.6296054435074412,0.553729027917296
138,134,0.8445922577901734,0.5155832823471624
138,135,0.7572570797424945,0.6295192211487479
138,136,0.8352898822520917,0.5341979971772975
138,137,0.7895406630500978,0.6554040494465427
139,128,0.731535810731973,0.6222362638584394
139,129,1.0524798252012146,0.742978899225914
139,130,0.8948343818534038,0.8070362859694789
139,131,0.8221407716820733,0.5639657983176453
139,132,0.612302452198094,0.5984401557357999
139,133,0.49999852068631867,0.4593443415951219
139,134,0.7881365268686967,0.6566909296061749
139,135,0.6783257621316438,0.7043243785693769
139,136,0.5986314079135959,0.5001491204723357
139,137,0.8380923337462087,0.5971565836892223
140,128,0.4295363022871512,0.2938904700990948
140,129,0.5339699420568803,0.4994735037906772
140,130,0.8844904468428677,0.6622547761734794
140,131,0.7196346599182684,0.6734754789800063
140,132,0.5463709211916562,0.5159036240136701
140,133,0.43399589483825907,0.32052278179769744
140,134,0.3532752880358351,0.416828943002964
140,135,0.5151614900373619,0.4877355917941863
140,136,0.7053745164840624,0.694197980439406
140,137,0.5541240062871837,0.4659897609895776
141,128,0.8124176631140456,0.7354176321049066
141,129,0.37383497383258685,0.3475114999447464
141,130,0.18511782456990192,0.401961016772714
141,131,0.5693101323284783,0.4879616786480894
141,132,0.34457999780181964,0.23923201547342152
141,133,0.31491748310951867,0.5015660526606351
141,134,0.5233605851896006,0.3459086420347104
141,135,0.7116145351522254,0.47618945506770943
141,136,0.9018724721152038,0.6873609962857449
141,137,0.7353558589429143,0.44261691120632574
142,128,0.6560115923649709,0.6448579123757179
142,129,0.4128505963850303,0.5059364949275446
142,130,0.8802231447070442,0.604556311477822
142,131,0.5378812631568632,0.6540684572238049
142,132,0.41750237276078106,0.47691895628436326
142,133,0.7335019198877507,0.5462035989293389
142,134,0.434773934235899,0.4829936272953773
142,135,0.6281950657781407,0.5795262412166733
142,136,0.7486596532044251,0.7271576287579642
142,137,0.49274723652944663,0.41697372273663313
143,128,0.7200464914737029,0.4809332248684479
143,129,0.0969757017805199,0.03731417102020157
143,130,0.3988953740791769,0.24246327714564594
143,131,0.4686415682516312,0.393688498386175
143,132,0.48277317240859646,0.3416423618097807
143,133,0.20597207850783378,0.28983121198980166
143,134,0.08343032381944746,0.16010533781649106
143,135,0.23778553572750583,0.15622602963611776
143,136,0.4898508859790097,0.324235407206606
143,137,0.47633493578553987,0.4557664449622284
144,128,0.4583895997336021,0.3326080498103893
144,129,0.7075157840857852,0.5020658400497731
144,130,0.6986761233851094,0.6405348980902913
144,131,0.6828410618519047,0.4586681369585384
144,132,0.5593016286062429,0.40529399023433194
144,133,1.1786880681251526,0.7523267608824044
144,134,0.5674216656810982,0.5366747375775858
144,135,0.847701716136226,0.6325352601732711
144,136,0.8311419277390815,0.7463306148335717
144,137,0.35386162396810533,0.36660353362218956
145,128,0.8895932023376855,0.7471327296284911
145,129,0.7460873658458628,0.6009216842558789
145,130,0.25011818164324806,0.14181481310664323
145,131,0.7291780845582809,0.4900643378521415
145,132,0.8827348881614645,0.719056460389304
145,133,0.5027794536559087,0.5286435251221415
145,134,0.0925113608148819,0.21751303348774317
145,135,0.4677081837364076,0.5089699328239828
145,136,0.4437523197119536,0.45861863405994735
145,137,0.654863116122043,0.29935121642052887
146,128,0.41708792998559063,0.42663208444753214
146,129,0.6720302251467473,0.5450935495275826
146,130,0.3111780460287246,0.43010290802602213
146,131,0.4811657579935395,0.3891013097621082
146,132,0.44535154028824486,0.24192741945332746
146,133,0.5421555500370576,0.41623086922417474
146,134,0.3938514108549178,0.27852171536104914
146,135,0.5189980048132738,0.5079955753262332
146,136,0.5953675736392524,0.43727917182694853
146,137,0.5480009059270166,0.490196594543488
147,128,0.956748180754768,0.8177207310993467
147,129,0.4689697199904848,0.5135943485184975
147,130,0.8578670679836169,0.5130736095903505
147,131,0.8909128863877095,0.7360709512653318
147,132,0.6997827470187064,0.6533284054791907
147,133,0.7845772354914131,0.6275408515111813
147,134,0.8138463778682186,0.7691862308127785
147,135,0.8068693422567677,0.6012669631571279
147,136,0.7052894701792415,0.41496620345944546
147,137,0.5701544961890762,0.6526783817568971
148,128,0.9540779962498034,0.5883961823094055
148,129,0.273752513884317,0.38970867609380355
148,130,0.5951679221706028,0.46744290942500777
148,131,0.5336597804004827,0.489508071778833
148,132,0.615571541377923,0.6636386721340481
148,133,0.797428114458191,0.4717163130447944
148,134,0.5580751056459821,0.4609497775861178
148,135,0.5854287179738423,0.49605684920335436
148,136,0.31710578771709175,0.5130996410479559
148,137,0.4114796394031104,0.4271441619332761
149,128,0.31479694482038606,0.43459589561449097
149,129,0.2803057470519642,0.5691996272897719
149,130,0.8013113481738751,0.4165726654554873
149,131,0.5924465688331334,0.5070549202383501
149,132,0.4566337295998061,0.49450687251178177
149,133,0.2279884331643022,0.322887012581594
149,134,0.4132739702680455,0.45016231478660557
149,135,0.7479447992749926,0.634113071132086
149,136,0.4728793510647435,0.33558405771512134
149,137,0.33836267205614384,0.3356504720954004
150,128,0.5393090814135513,0.42529651541304136
150,129,1.0011780753165813,0.40291174949196396
150,130,0.4073829640663251,0.059339332415008106
150,131,nan,nan
150,132,0.49798387572232483,0.23296469812770587
150,133,0.8386918696080314,0.8134293551235159
150,134,0.4993907988202528,0.4367287507056532
150,135,0.662071900859144,0.7097963069591133
150,136,0.3279130308596504,0.2912246141681479
150,137,0.7968217266920028,0.52490676891899
151,128,0.7812668903182987,0.517651958151305
151,129,0.4576538844030919,0.4132688166972105
151,130,0.377375723471112,0.37873421179556327
151,131,0.34907101462979834,0.35418737474363704
151,132,0.4615785904598976,0.3290818842093723
151,133,1.0783858904418702,0.6152349671261583
151,134,0.7026630172449069,0.3967162236877374
151,135,0.5257013428636419,0.40468118155359606
151,136,0.5680918903866928,0.4815861367157294
151,137,0.7402771396544863,0.439048988217155
152,128,0.13587944184903372,0.17997546395015976
152,129,0.48781619022248135,0.5195096938362995
152,130,0.31709063537017423,0.34014080437625777
152,131,0.649663999793682,0.7491061370498631
152,132,0.5138066595880476,0.39956579001632975
152,133,0.15282031771283291,0.2570119793977862
152,134,0.31482449211039054,0.45851653921441615
152,135,0.5491155795008191,0.5288005652516522
152,136,0.6179404053699635,0.5811837944912763
152,137,1.0198592799386592,0.398361332174611
153,128,0.7384602515756601,0.5288116907453555
153,129,0.5549089355039155,0.49385034710225023
153,130,0.40327340305957504,0.4108191433405266
153,131,0.6301528635757508,0.6195631115663632
153,132,0.7351113080259866,0.5824512927934571
153,133,0.5296347424218878,0.4404189131920916
153,134,0.21556756317463663,0.2401854780240351
153,135,0.42593186288312734,0.4389017300718563
153,136,-0.2173618655614152,0.46855920817978747
153,137,0.5134087171948319,0.5635352765932427
154,128,0.48141558899115866,0.614707651924316
154,129,0.23866467989477677,0.3553681804709965
154,130,0.47145910407012365,0.3688351609135766
154,131,0.6267728650348704,0.6388820314326007
154,132,0.45284488752980867,0.4587132939859584
154,133,0.2941879053684119,0.5054580483073876
154,134,0.6658283933281541,0.5701224186434862
154,135,0.2342850480493809,0.4097786450459404
154,136,0.5957758107404013,0.47000565816501916
154,137,0.6215533511224002,0.6421074582153471
155,128,0.789839913332792,0.5223479733360744
155,129,0.6079460411727358,0.4648823396516134
155,130,0.3164710877918099,0.32526986393821855
155,131,0.25266247735472097,0.2685167358329151
155,132,0.5802263796452244,0.23144954707453008
155,133,0.3355823617239163,0.28299739906949645
155,134,0.40236553267294467,0.2911501703920361
155,135,0.7137244847933875,0.5466980181961051
155,136,0.28906817497024595,0.3779163258589634
155,137,0.572770362716733,0.3921109916895506
156,128,0.9479278710751572,0.8053866123035727
156,129,0.9765072071577553,0.9469145214014764
156,130,0.7689378136989953,0.7226792070183878
156,131,0.8488376606542735,0.8105073018502077
156,132,0.9556228720509632,0.846504814371755
156,133,0.4891742100900158,0.5690793513160987
156,134,0.8627514530372699,0.7422538741028799
156,135,0.9079080471944401,0.7960731114361804
156,136,0.9733591588507681,0.8819249124333108
156,137,1.0121900809572828,0.8930750020346994
157,128,1.1006735155737624,0.7372661701543614
157,129,1.027760427075238,0.891091862313243
157,130,0.860801035690334,0.5816804580114345
157,131,0.7453956041139082,0.6674225012489949
157,132,1.0123804457600447,0.8132311474923564
157,133,0.6858447483105914,0.5592434988935626
157,134,1.1798340263112945,0.8602542137495539
157,135,1.1182416117283105,0.8976080386235162
157,136,0.9236064672118905,0.762799066674924
157,137,0.5726906244214629,0.6683309112946498
158,128,0.19835318633729332,0.2225713658875461
158,129,0.2897615274022877,0.362631081494622
158,130,0.3478200770641917,0.5932004116169397
158,131,0.2447228950564094,0.263542572978027
158,132,0.45890591834381017,0.5123881475360974
158,133,0.74971842729781,0.7002110160557096
158,134,0.6304911267633486,0.5123532442677344
158,135,0.1508552106436934,0.25322853874893203
158,136,0.7814057478406375,0.6329951615667685
158,137,0.5316730219706494,0.4093181960002681
159,128,0.6827986305706378,0.47201157273949773
159,129,0.6442522138316618,0.5387946365809099
159,130,0.5361262759703357,0.3390807304259733
159,131,0.5774311115067038,0.2841061030548877
159,132,0.5233930516133312,0.4649879523369389
159,133,0.42159353668130484,0.2734344190391747
159,134,0.38561020838959886,0.29376257109290604
159,135,0.9519919694747065,0.6269052095974369
159,136,0.7352949743544956,0.43277211542929456
159,137,0.623691998783984,0.49513531736388267
160,128,0.6596110635345116,0.44983734866516223
160,129,0.5505817578302565,0.46723279515175226
160,130,0.8041908248285811,0.6047423268053513
160,131,0.5361506196620693,0.6790262557243132
160,132,0.4355367555784001,0.48034850165128556
160,133,0.4367795546062834,0.41734608581865
160,134,0.5900451977306537,0.5078399172854973
160,135,0.7284829972222842,0.40469390620083623
160,136,0.3087216178513472,0.2900519630321751
160,137,0.3384102397112854,0.3107431781534086
161,128,0.8124774780704895,0.5456535351813712
161,129,0.7411207777451068,0.6665505704014975
161,130,0.5904576886684707,0.5100641117821474
161,131,0.3608639715168778,0.3170329580655753
161,132,0.7233420031990689,0.49935944904979235
161,133,0.5160768931297198,0.3899159341956412
161,134,0.7168286881364297,0.5530859759327773
161,135,1.0550623402681976,0.5571222074570167
161,136,0.6730124230273423,0.5839689620815494
161,137,0.7313124015239987,0.5828486356780307
162,128,0.8559818723035771,0.5743783015036436
162,129,0.8242153236964418,0.7639591887472585
162,130,1.0276789237970452,0.7613532379155857
162,131,0.5637098877041229,0.688397066911937
162,132,1.0935533694069866,0.6963258293287189
162,133,0.49572103844066595,0.5470932315374524
162,134,0.7698591519349828,0.6445201538786121
162,135,0.20148291208727248,0.3355866516005914
162,136,0.6885830336751232,0.5083245511831141
162,137,0.7624205947169186,0.6971924872781002
163,128,0.5819237965658731,0.6054318883212062
163,129,0.27845025435626974,0.38089248461031755
163,130,0.3609262854677261,0.36838672368141484
163,131,0.8291647019863486,0.8085184791453328
163,132,0.5604216568500985,0.4957508552237559
163,133,0.5827077103045293,0.4496409951159051
163,134,0.597219022285417,0.5728401444181472
163,135,0.6313490351948344,0.6652072570475054
163,136,0.5242984828591754,0.4237731623718829
163,137,0.5308252755109637,0.503587334828693
164,128,0.9865691979596989,0.6949436515016029
164,129,0.8786326511776588,0.538305043316346
164,130,nan,nan
164,131,0.5404037012235399,0.44725240790271253
164,132,0.5674018200341794,0.5432520760652239
164,133,0.7155657575668531,0.5084264795814667
164,134,0.879830362197054,0.7718608664093409
164,135,0.482875419584125,0.45421093352408043
164,136,0.7016496886012232,0.5560549316597874
164,137,0.6535418723950973,0.5988590872884918
165,128,0.5044581460038888,0.5735834248551258
165,129,0.759378176409275,0.6636582131538776
165,130,0.9493942297139186,0.49934123100779326
165,131,0.7973610737966756,0.5968191553518913
165,132,1.0100746037053876,0.7682370119570145
165,133,0.5994362398045843,0.45780589671169314
165,134,0.5945240742547838,0.43556379330749256
165,135,0.660126948532027,0.5745697146022782
165,136,0.637738589288248,0.5197624066224015
165,137,0.6139335474592444,0.40001637546781854
166,128,0.462020967982403,0.3234319503071239
166,129,0.6599066227684425,0.5159244496096385
166,130,0.3492606194483861,0.22266562768774845
166,131,0.8130214249670589,0.520593505969654
166,132,0.3877799423173864,0.31945976185388747
166,133,0.4726414915598379,0.49979938496499204
166,134,0.6799084601170686,0.44317820783582684
166,135,0.3838004787706785,0.2728501670131229
166,136,0.8158369526197153,0.5806482969563914
166,137,0.4306313596586908,0.5643133876489637
167,128,0.603315181810472,0.5680891218129187
167,129,0.7716235772287519,0.563924555212578
167,130,1.2966394414699862,0.7812021458834686
167,131,0.36107606184633434,0.40682323883630506
167,132,0.5998781887136072,0.40616878715333465
167,133,0.6723303903589024,0.5348920392149208
167,134,0.7171220546259238,0.47876291600042403
167,135,1.0205324706287935,0.801620986634069
167,136,0.650097010699918,0.4735035565713841
167,137,0.7775895878179863,0.7436225999080499
168,128,0.7456045785277254,0.5998847730675286
168,129,0.6015451992002507,0.4130959281875879
168,130,0.8808238484136414,0.7597695590938406
168,131,0.9893368097718032,0.8563462926201968
168,132,0.6800664440723967,0.504336243835697
168,133,0.48733927311741965,0.451109753126538
168,134,0.8376256650816147,0.7517330239917142
168,135,0.8399974631534379,0.7560743878701144
168,136,0.614815533211949,0.5406476847054469
